release_date,judul,sinopsis,genre,kata_kunci,rate,tahun
2022-12-22,Teka-Teki Tika,Keluarga kaya berubah kacau setelah kedatangan perempuan misterius.,"Drama, Mystery","keluarga, misteri, rahasia, psikologis",7.4,2022
2022-12-29,The Most Beautiful Girl in the World,Remaja populer menghadapi realitas cinta dan pencarian jati diri.,"Romance, Comedy","remaja, sekolah, cinta, persahabatan",6.3,2022
2023-01-05,Puisi Cinta yang Membunuh,Seorang perempuan terjebak hubungan berbahaya dengan pria manipulatif.,"Thriller, Drama","cinta, pembunuhan, hubungan, psikologis",6.2,2023
2023-01-12,Alena Anak Ratu Iblis,Gadis kecil misterius membawa teror bagi keluarga angkatnya.,Horror,"setan, anak, teror, supernatural",5.4,2023
2023-01-19,Autobiography,Pemuda desa terjebak hubungan berbahaya dengan pensiunan jenderal.,"Drama, Thriller","kekuasaan, politik, desa, psikologis",7.6,2023
2023-01-26,Jalan yang Jauh Jangan Lupa Pulang,Aurora menghadapi kehidupan dan cinta saat tinggal di London.,"Drama, Family","keluarga, cinta, perjalanan, penemuan diri",7.4,2023
2023-02-02,Bismillah Kunikahi Suamimu,Perempuan rela berkorban demi sahabat dan keluarganya.,"Drama, Romance","pernikahan, persahabatan, cinta, pengorbanan",6.5,2023
2023-02-09,Gita Cinta dari SMA,Kisah cinta remaja SMA yang terhalang perbedaan status sosial.,"Romance, Drama","sekolah, remaja, cinta, nostalgia",7,2023
2023-02-16,Para Betina Pengikut Iblis,Tiga perempuan terjerumus dalam persekutuan gelap demi bertahan hidup.,"Horror, Thriller","setan, teror, kutukan, misteri",6.1,2023
2023-02-23,Waktu Maghrib,Anak-anak desa mengalami teror gaib setelah mengucapkan sumpah saat maghrib.,Horror,"hantu, kutukan, desa, anak-anak",6.8,2023
2023-03-02,Dear David,Siswi SMA panik ketika blog fantasi rahasianya tersebar ke sekolah.,"Drama, Romance","sekolah, remaja, rahasia, hubungan",6,2023
2023-03-09,Balada Si Roy,Roy menjalani petualangan masa muda penuh persahabatan dan pencarian jati diri.,"Drama, Adventure","masa muda, persahabatan, perjalanan, adaptasi",6.9,2023
2023-03-16,Hidayah,Narapidana yang meninggal dengan masa lalu kelam membawa teror bagi desa.,Horror,"agama, kutukan, hantu, teror",5.9,2023
2023-03-23,Jin Qorin,Siswi pesantren mengalami gangguan gaib dari jin qorin.,Horror,"agama, hantu, sekolah berasrama, supranatural",5.8,2023
2023-03-30,Losmen Melati,Penginapan misterius menjadi tempat jebakan mematikan bagi para tamu.,"Horror, Thriller","hotel, misteri, hantu, teror",6.5,2023
2023-04-06,Bujo Buno,Kisah cinta pasangan muda dengan latar budaya Minangkabau.,"Drama, Romance","budaya, pernikahan, keluarga, cinta",6.2,2023
2023-04-13,Sewu Dino,Perempuan muda terjebak ritual santet mengerikan selama seribu hari.,Horror,"kutukan, santet, ritual, ghaib",7.2,2023
2023-04-20,Khanzab,Teror makhluk gaib menghantui keluarga setelah tragedi masa lalu.,Horror,"hantu, agama, teror, keluarga",6,2023
2023-04-27,Hello Ghost,Pria kesepian ditemani empat hantu dengan permintaan terakhir mereka.,"Comedy, Drama","hantu, persahabatan, kehidupan, keluarga",7.5,2023
2023-05-04,Angel: Kami Semua Punya Mimpi,Remaja perempuan berusaha meraih mimpi di tengah keterbatasan ekonomi.,"Drama, Family","mimpi, persahabatan, keluarga, kehidupan",6.7,2023
2023-05-11,Galaksi,Ketua geng sekolah jatuh cinta pada anggota paskibra yang disiplin.,"Romance, Drama","sekolah, remaja, cinta, persahabatan",6.6,2023
2023-05-18,Fast X Indonesia Fan Event,Pemutaran spesial dan promosi film aksi populer di Indonesia.,Action,"mobil, aksi, balap, acara",7.1,2023
2023-05-25,Teman Tidur,Tiga sahabat diteror sosok gaib setelah melakukan ritual permainan.,Horror,"hantu, ritual, persahabatan, teror",5.7,2023
2023-06-01,Air Mata di Ujung Sajadah,Ibu berusaha mendapatkan kembali anak kandungnya setelah bertahun-tahun.,"Drama, Family","ibu, anak, keluarga, emosi",7.5,2023
2023-06-08,Spirit Doll,Seorang aktris diteror boneka arwah setelah kehilangan anaknya.,Horror,"boneka, hantu, teror, supranatural",5.6,2023
2023-06-15,Where the Devil Roams,Keluarga pengelana terjebak misteri pembunuhan dan kekuatan gelap.,"Horror, Thriller","keluarga, pembunuhan, teror, misteri",5.9,2023
2023-06-22,Sleep Call,Perempuan kesepian terjebak hubungan obsesif lewat layanan sleep call.,"Thriller, Drama","obsesi, hubungan, kejahatan, psikologis",7,2023
2023-06-29,Kejar Mimpi Gaspol!,Perempuan desa bercita-cita menjadi pembalap dan mengubah hidup keluarganya.,"Comedy, Drama","mimpi, balap, keluarga, wanita",6.4,2023
2023-07-06,Suzanna: Malam Jumat Kliwon,Suzanna kembali bangkit untuk membalas dendam pada musuh-musuhnya.,Horror,"balas dendam, hantu, supranatural, teror",6.3,2023
2023-07-13,Catatan Si Boy,Kehidupan Boy berubah setelah bertemu perempuan yang membuatnya jatuh cinta.,"Romance, Drama","cinta, masa muda, persahabatan, nostalgia",6.8,2023
2023-07-20,Adagium,Dua sahabat polisi terjebak konflik moral dan kejahatan besar.,"Action, Crime","polisi, kejahatan, persahabatan, aksi",6.1,2023
2023-07-27,Suzzanna Santet Ilmu Pelebur Nyawa,Perempuan yang mati dibunuh kembali sebagai arwah pendendam.,Horror,"balas dendam,santet,hantu,gaib",6.4,2023
2023-08-03,Primbon,Perempuan yang hilang misterius kembali membawa teror bagi keluarganya.,Horror,"misteri, kutukan, keluarga, hantu",5.9,2023
2023-08-10,Di Ambang Kematian,Keluarga mengalami teror akibat perjanjian pesugihan di masa lalu.,Horror,"kutukan, pesugihan, hantu, keluarga",6,2023
2023-08-17,Agak Laen,Empat sahabat penjaga rumah hantu terlibat kasus kematian tak terduga.,"Comedy, Horror","persahabatan, hantu, komedi, kejahatan",8.1,2023
2023-08-24,Bangku Kosong: Ujian Terakhir,Sekolah kembali diteror arwah siswi yang penuh dendam.,Horror,"sekolah, hantu, teror, balas dendam",5.8,2023
2023-08-31,172 Days,Kisah cinta dan perjuangan seorang perempuan berhijrah bersama suaminya.,"Drama, Romance","agama, cinta, pernikahan, kehidupan",7.3,2023
2023-09-07,Budi Pekerti,Guru BK menjadi viral dan menghadapi tekanan sosial dari masyarakat.,Drama,"sekolah, media sosial, keluarga, etika",7.8,2023
2023-09-14,Petualangan Sherina 2,Sherina dan Sadam kembali bertualang memecahkan misteri lingkungan.,"Adventure, Family","persahabatan, musik, petualangan, nostalgia",8,2023
2023-09-21,24 Jam Bersama Gaspar,Detektif eksentrik memburu pelaku misterius dalam waktu terbatas.,"Action, Thriller","detektif, kejahatan, misteri, aksi",7.2,2023
2023-09-28,Aku Rindu,Drama keluarga tentang kehilangan dan perjuangan mempertahankan hubungan.,"Drama, Family","keluarga, kehilangan, emosi, kehidupan",6.1,2023
2023-10-05,Panggonan Wingit,Hotel tua menyimpan rahasia dan teror gaib mematikan.,Horror,"hotel, hantu, misteri, teror",6.2,2023
2023-10-12,Sijjin,Perempuan menggunakan ilmu hitam demi menghancurkan keluarga saingannya.,"Horror, Thriller","kutukan, ilmu hitam, pembalasan, teror",6.9,2023
2023-10-19,Indigo,Perempuan indigo mencoba menyelamatkan adiknya dari gangguan gaib.,Horror,"indigo, hantu, keluarga, supernatural",6.5,2023
2023-10-26,Tulah 613,Kelompok anak muda mengalami kutukan misterius setelah pesta.,"Horror, Thriller","kutukan, masa muda, misteri, teror",5.7,2023
2023-11-02,Saranjana: Kota Ghaib,Penyanyi perempuan hilang secara misterius di kota gaib Saranjana.,"Fantasy, Horror","misteri, hantu, kota, supranatural",5.9,2023
2023-11-09,Rumah Iblis,Terror makhluk gaib menghantui penghuni rumah tua terpencil.,Horror,"rumah, setan, teror, supranatural",5.6,2023
2023-11-16,The Architecture of Love,Penulis novel menemukan inspirasi dan cinta baru di New York.,"Romance, Drama","penulis, cinta, New York, hubungan",7,2023
2023-11-23,172 Days,Kisah cinta pasangan muda yang dipenuhi perjuangan spiritual dan penyakit.,"Drama, Romance","cinta, agama, penyakit, pernikahan",7.3,2023
2023-11-30,Hijack 93 Indonesia Screening,Pemutaran spesial film bertema pembajakan dan aksi internasional.,"Action, Thriller","pesawat terbang, teror, aksi, peristiwa",6,2023
2023-12-07,Hamka & Siti Raham Vol. 2,Kisah perjuangan Buya Hamka dan keluarganya di masa perjuangan Indonesia.,"Biography, Drama","sejarah, agama, keluarga, indonesia",7.4,2023
2023-12-14,Trinil,Pasangan suami istri diteror arwah perempuan tanpa kepala.,Horror,"hantu, teror, misteri, kutukan",6.4,2023
2023-12-21,13 Bom di Jakarta,Organisasi teroris mengancam Jakarta dengan serangan bom besar.,"Action, Thriller","terorisme, bom, polisi, tindakan",7.1,2023
2023-12-28,Like & Share,Dua sahabat remaja menghadapi bahaya media sosial dan kekerasan seksual.,Drama,"remaja, media sosial, persahabatan, trauma",7.4,2023
2024-01-04,Trinil,Pasangan suami istri diteror arwah perempuan tanpa kepala setelah kembali ke rumah tua.,Horror,"hantu, teror, misteri, kutukan",6.4,2024
2024-01-11,13 Bom di Jakarta,Organisasi teroris mengancam Jakarta dengan serangan bom besar.,"Action, Thriller","terorisme, bom, polisi, tindakan",7.1,2024
2024-01-18,Agak Laen,Empat sahabat penjaga rumah hantu terlibat kasus kematian tak terduga.,"Comedy, Horror","persahabatan, hantu, komedi, kejahatan",8.1,2024
2024-01-25,Ancika 1995,Kisah cinta Dilan dan Ancika di masa SMA tahun 1995.,"Romance, Drama","sekolah, remaja, cinta, nostalgia",6.8,2024
2024-02-01,Badarawuhi di Desa Penari,Badarawuhi meneror pengunjung desa misterius dengan kekuatan gaibnya.,"Horror, Mystery","desa, hantu, kutukan, penari",7.2,2024
2024-02-08,Pasutri Gaje,Pasangan suami istri pegawai negeri menghadapi kehidupan rumah tangga penuh kekonyolan.,"Comedy, Romance","pernikahan, kantor, komedi, hubungan",7,2024
2024-02-15,Pemandi Jenazah,Seorang perempuan pemandi jenazah mengalami teror gaib misterius.,Horror,"hantu, kematian, supranatural, misteri",6.7,2024
2024-02-22,Jagat Alam Gaib: Sinden Gaib,Seorang sinden muda terlibat dunia gaib penuh kutukan.,Horror,"kutukan, hantu, misteri, supranatural",5.9,2024
2024-02-29,Siksa Kubur,Seseorang mencari bukti siksa kubur setelah tragedi besar dalam hidupnya.,"Horror, Thriller","agama, kematian, teror, psikologis",7.8,2024
2024-03-07,Catatan Harian Menantu Sinting,Menantu perempuan menghadapi keluarga unik dan penuh konflik lucu.,"Comedy, Drama","keluarga, pernikahan, komedi, kehidupan",6.9,2024
2024-03-14,Munkar,Santriwati yang meninggal membawa teror ke pesantren lamanya.,Horror,"sekolah berasrama, hantu, agama, teror",6.1,2024
2024-03-21,Possession: Kerasukan,Terapis muda menangani kasus kerasukan yang semakin berbahaya.,"Horror, Thriller","kerasukan, setan, supranatural, misteri",6.5,2024
2024-03-28,24 Jam Bersama Gaspar,Detektif eksentrik memburu misteri besar sebelum ajal menjemputnya.,"Action, Thriller","detektif, kejahatan, misteri, aksi",7.2,2024
2024-04-04,The Architecture of Love,Penulis novel menemukan inspirasi dan cinta baru di New York.,"Romance, Drama","penulis, cinta, New York, hubungan",7,2024
2024-04-11,Bila Esok Ibu Tiada,Keluarga menghadapi kenyataan pahit setelah kehilangan sosok ibu.,"Drama, Family","keluarga, ibu, kehilangan, emosi",7.5,2024
2024-04-18,Home Sweet Loan,Pekerja muda berjuang membeli rumah di tengah tekanan ekonomi.,"Drama, Comedy","keluarga, karier, keuangan, kehidupan",7.4,2024
2024-04-25,Vina: Sebelum 7 Hari,Kematian tragis seorang perempuan mengungkap misteri dan teror mistis.,"Horror, Crime","pembunuhan, hantu, balas dendam, misteri",5.8,2024
2024-05-02,Temurun,Keluarga kaya diwarisi rahasia gelap turun-temurun yang mematikan.,"Horror, Thriller","keluarga, kutukan, warisan, misteri",6.9,2024
2024-05-09,Dancing Village: The Curse Begins,Awal mula kutukan Desa Penari dan sosok Badarawuhi terungkap.,"Horror, Mystery","desa, kutukan, penari, hantu",7.1,2024
2024-05-16,Kang Mak from Pee Mak,Prajurit yang pulang kampung mulai curiga istrinya bukan manusia biasa.,"Comedy, Horror","hantu, pernikahan, komedi, desa",7.3,2024
2024-05-23,Ipar Adalah Maut,Rumah tangga harmonis hancur karena hubungan terlarang dengan ipar.,"Drama, Romance","keluarga, pernikahan, pengkhianatan, hubungan",7,2024
2024-05-30,Jurnal Risa by Risa Saraswati,Tim paranormal menyelidiki tempat angker dengan kemampuan indigo.,"Horror, Documentary","hantu, nila, investigasi, supranatural",6.6,2024
2024-06-06,Respati,Remaja indigo menyelidiki misteri pembunuhan lewat mimpi buruknya.,"Horror, Thriller","indigo, pembunuhan, mimpi, misteri",6.4,2024
2024-06-13,Haunting of Mount Gede,Sekelompok pendaki mengalami teror di Gunung Gede.,"Horror, Adventure","gunung, hantu, bertahan hidup, teror",6.2,2024
2024-06-20,Bonnie,Anak perempuan berbakat berusaha menyelamatkan keluarganya dari kemiskinan.,"Drama, Family","keluarga, anak, perjuangan, kehidupan",6.5,2024
2024-06-27,La Tahzan,Kisah rumah tangga dan perjuangan perempuan menghadapi pengkhianatan.,"Drama, Romance","pernikahan, iman, hubungan, keluarga",6.6,2024
2024-07-04,Sekawan Limo,Lima sahabat mengalami kejadian aneh saat mendaki gunung terlarang.,"Comedy, Horror","persahabatan, gunung, hantu, komedi",7.1,2024
2024-07-11,Tuhan Izinkan Aku Berdosa,Perempuan religius mengalami krisis iman dan kehidupan sosial.,Drama,"agama, masyarakat, perempuan, kehidupan",7.4,2024
2024-07-18,Lembayung,Dua mahasiswi keperawatan diteror makhluk misterius di klinik tua.,Horror,"rumah sakit, hantu, misteri, teror",6.5,2024
2024-07-25,Possession: Kerasukan 2,Kasus kerasukan baru membawa ancaman lebih besar dan mematikan.,"Horror, Thriller","kerasukan, setan, supranatural, teror",6.3,2024
2024-08-01,Tebusan Dosa,Perempuan dihantui rasa bersalah setelah kehilangan keluarganya.,"Drama, Thriller","rasa bersalah, keluarga, trauma, misteri",6.8,2024
2024-08-08,Perewangan,Keluarga mengalami teror akibat perjanjian gaib leluhur mereka.,Horror,"kutukan, hantu, keluarga, supranatural",6.1,2024
2024-08-15,Heartbreak Motel,Perempuan terjebak hubungan cinta penuh luka emosional.,"Drama, Romance","cinta, hubungan, emosi, kehidupan",6.9,2024
2024-08-22,Cinta Tak Pernah Tepat Waktu,Kisah cinta dua insan yang selalu dipisahkan keadaan.,"Romance, Drama","cinta, waktu, hubungan, emosi",6.7,2024
2024-08-29,Thaghut,Sekelompok orang menghadapi ajaran sesat penuh kekuatan gaib.,Horror,"agama, sekte, hantu, teror",6.2,2024
2024-09-05,Senyum Manies Love Story,Kisah cinta dan perjalanan hidup Anies Baswedan dan istrinya.,"Biography, Drama","politik, keluarga, cinta, biografi",5.9,2024
2024-09-12,Laura,Kisah perjuangan Laura Anna menghadapi kecelakaan dan kehidupannya.,"Biography, Drama","kehidupan, disabilitas, media sosial, inspirasi",7.3,2024
2024-09-19,Dosa Musyrik,Seorang pria menghadapi kutukan akibat praktik pesugihan desa.,Horror,"kutukan, pesugihan, desa, hantu",5.8,2024
2024-09-26,Sumala,Teror arwah saudara kembar menghantui keluarga kaya di desa.,"Horror, Thriller","hantu, balas dendam, keluarga, misteri",6.4,2024
2024-10-03,Kuasa Gelap,Ustaz ruqyah menghadapi kekuatan iblis yang menguasai manusia.,Horror,"agama, setan, pengusiran setan, supranatural",6.7,2024
2024-10-10,My Annoying Brother,Atlet muda hidup bersama kakaknya yang baru keluar dari penjara.,"Comedy, Drama","saudara laki-laki, keluarga, olahraga, kehidupan",7.1,2024
2024-10-17,Cocote Tonggo,Warga kampung menghadapi konflik lucu akibat gosip tetangga.,Comedy,"desa, tetangga, komedi, masyarakat",6.3,2024
2024-10-24,Anak Kolong,Kisah kehidupan keluarga tentara dengan berbagai konflik dan persahabatan.,"Drama, Family","militer, keluarga, persahabatan, kehidupan",6.5,2024
2024-10-31,Petak Umpet,Permainan masa kecil berubah menjadi teror gaib mematikan.,Horror,"permainan, hantu, anak-anak, teror",5.9,2024
2024-11-07,Santet Segoro Pitu,Keluarga diteror ilmu santet kuno dari pesisir selatan Jawa.,Horror,"santet,kutukan,hantu,gaib",6.6,2024
2024-11-14,Hutang Nyawa,Perempuan miskin terjebak ritual pesugihan demi keluarganya.,"Horror, Thriller","pesugihan, kutukan, keluarga, teror",6.1,2024
2024-11-21,Bolehkah Sekali Saja Kumenangis,Perempuan muda berusaha pulih dari trauma keluarga dan mental.,Drama,"kesehatan mental, keluarga, trauma, kehidupan",7.6,2024
2024-11-28,Cinta Dalam Ikhlas,Kisah cinta islami tentang pengorbanan dan ketulusan hati.,"Romance, Drama","agama, cinta, hubungan, iman",6.8,2024
2024-12-05,Sorop,Teror gaib dari ritual kuno menghantui sebuah desa terpencil.,Horror,"ritual, desa, hantu, misteri",6.2,2024
2024-12-12,2nd Miracle in Cell No. 7,Kelanjutan kisah haru keluarga Dodo dan Kartika.,"Drama, Family","keluarga, ayah, anak perempuan, emosi",8,2024
2024-12-19,Modal Nekad,Tiga sahabat nekat menjalankan bisnis ilegal demi bertahan hidup.,"Comedy, Crime","persahabatan, bisnis, kejahatan, komedi",6.4,2024
2024-12-26,Cinta Tak Seindah Drama Korea,Perempuan penggemar drama Korea menghadapi realita percintaan yang berbeda.,"Romance, Comedy","drama Korea, cinta, hubungan, komedi",6.5,2024
2025-01-09,Ambyar Mak Byar,Kelompok musik Konco Seneng berjuang meraih mimpi sambil menghadapi persoalan cinta dan persahabatan.,"Comedy, Drama, Music","musik, band, cinta, persahabatan, perjuangan",6.9,2025
2025-01-16,Pengantin Setan,Kehidupan rumah tangga Echa dan Ariel berubah mencekam setelah gangguan jin Dasim mulai menghantui.,"Horror, Thriller","jin, pernikahan, supranatural, teror, keluarga",5,2025
2025-01-23,1 Imam 2 Makmum,Seorang istri mencoba merebut hati suaminya yang belum bisa melupakan mendiang istrinya.,"Drama, Romance","pernikahan, kehilangan, cinta, keluarga, duka cita",6.2,2025
2025-02-14,The Most Beautiful Girl in the World,Seorang pria arogan mengikuti acara pencarian wanita tercantik dan menemukan makna cinta sebenarnya.,"Romance, Comedy","cinta, kencan, reality show, komedi romantis, hubungan",7.1,2025
2025-03-31,Jumbo,Don berusaha membuktikan dirinya lewat pertunjukan bakat sambil menghadapi rasa minder dan tekanan teman sebaya.,"Animation, Adventure, Family","animasi, persahabatan, anak-anak, petualangan, keluarga",8.1,2025
2025-04-10,Pabrik Gula,Sekelompok pekerja musiman mengalami teror misterius di sebuah pabrik gula tua.,"Horror, Mystery","pabrik, hantu, desa, misteri, teror",7,2025
2025-04-24,Qodrat 2,Ustaz Qodrat kembali menghadapi kekuatan gelap demi menyelamatkan orang-orang di sekitarnya.,"Action, Horror","agama, setan, pengusiran setan, supranatural, aksi",7.3,2025
2025-05-08,Norma: Antara Mertua dan Menantu,Kehidupan rumah tangga berubah rumit karena hubungan terlarang yang menghancurkan keluarga.,Drama,"keluarga, pernikahan, pengkhianatan, hubungan, konflik",6.5,2025
2025-05-22,Tabayyun,"Seorang perempuan menghadapi dilema besar antara cinta, keyakinan, dan masa lalu keluarganya.","Drama, Romance","agama, cinta, keluarga, iman, konflik",6.8,2025
2025-06-05,Assalamualaikum Beijing 2,Kisah perjalanan cinta baru yang dipenuhi perbedaan budaya dan pencarian makna hidup.,"Romance, Drama","perjalanan, cinta, budaya, hubungan, kehidupan",6.7,2025
2025-06-19,Panji Tengkorak,Panji terjebak kekuatan ilmu hitam dan memulai perjalanan panjang penuh peperangan dan kutukan.,"Animation, Fantasy, Action","prajurit, ilmu hitam, kerajaan, petualangan, legenda",7.5,2025
